product_id,product_title,rating,summary,review,combined_text,review_length,category
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4.0,Good quality product,"Everything is Good Only Bass is Little bit Less as compare to Boat Rockerz 255But Except Bass Overall Is Awesome And the most amazing Function is Auto connect, when separate ear buds from each other it's connect automatically with previousaly connected device within 2-3 secon. Battery backup is also good as They commit. 10-12 Hr And. fast Charging. The  most Attractive Design which looks Too good with premium Material and Comfortable Ear Buds. Go for it.","Everything is Good Only Bass is Little bit Less as compare to Boat Rockerz 255But Except Bass Overall Is Awesome And the most amazing Function is Auto connect, when separate ear buds from each other it's connect automatically with previousaly connected device within 2-3 secon. Battery backup is also good as They commit. 10-12 Hr And. fast Charging. The  most Attractive Design which looks Too good with premium Material and Comfortable Ear Buds. Go for it. Good quality product",76,realme
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Simply awesome,Awesome looking and stylish all my friends are asking me for testing this product and some of them are buying. that's batter and I like that thing. Also the phone has low latency mode that's also help me in game overall good performance. Must buy 🤗,Awesome looking and stylish all my friends are asking me for testing this product and some of them are buying. that's batter and I like that thing. Also the phone has low latency mode that's also help me in game overall good performance. Must buy 🤗 Simply awesome,46,OnePlus
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4.0,Good quality product,Best budget Bluetooth earphones by one plus ....sound quality superb.....bass also good .... vry good built quality ....fix 15 hours play back ....very fast order delivery by flipkart ....over all good,Best budget Bluetooth earphones by one plus ....sound quality superb.....bass also good .... vry good built quality ....fix 15 hours play back ....very fast order delivery by flipkart ....over all good Good quality product,31,OnePlus
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4.0,Wonderful,Sound very good Punchy bassClear soundBut look is not so good especially in green color it’s looks so simple I mean quality Overall great purchase,Sound very good Punchy bassClear soundBut look is not so good especially in green color it’s looks so simple I mean quality Overall great purchase Wonderful,25,realme
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Just wow!,💖💖Sound is osm & bass is very good & build is super & the most important thing its battery 🔋 backup is more than 8+ hrs so this is very osm superb & awesome bluetooth headset i like it very much🔥🔥🔥🔥Sound-4.8/5Build quality-4.7/5Battery-5/5Value for money-5/5,💖💖Sound is osm & bass is very good & build is super & the most important thing its battery 🔋 backup is more than 8+ hrs so this is very osm superb & awesome bluetooth headset i like it very much🔥🔥🔥🔥Sound-4.8/5Build quality-4.7/5Battery-5/5Value for money-5/5 Just wow!,44,U&I
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,1.0,Very poor,I purchased one month back. now when insert into mobile phones the volume automatically reduced to zero  without headset the volume function works normally. same connect to other phone also volume reduced. when we hear through other headset the volume function works effectively,I purchased one month back. now when insert into mobile phones the volume automatically reduced to zero  without headset the volume function works normally. same connect to other phone also volume reduced. when we hear through other headset the volume function works effectively Very poor,43,BoAt
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Terrific,Bass is very goodOverall nice product at this range I got it @1599,Bass is very goodOverall nice product at this range I got it @1599 Terrific,13,realme
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Super!,All are good but Noice cancelation on call not good .,All are good but Noice cancelation on call not good . Super!,11,realme
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Fabulous!,"I am using this product from 2 daysLet me share with you my experienceThis is my genuine and humble review 1st the delivery of flipkart is too good and then awesome packingThen comming to productThe experience of sound is really great we catch every instrumental sounds clearly and be joyful while listening and my rating is 4/5And then about bass, actually I expected too about bass boost but it not reached then that just good actually but I satisfied with that and my rating is 3/5Then ...","I am using this product from 2 daysLet me share with you my experienceThis is my genuine and humble review 1st the delivery of flipkart is too good and then awesome packingThen comming to productThe experience of sound is really great we catch every instrumental sounds clearly and be joyful while listening and my rating is 4/5And then about bass, actually I expected too about bass boost but it not reached then that just good actually but I satisfied with that and my rating is 3/5Then ... Fabulous!",87,OnePlus
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,4.0,Good choice,"Genuine review (after 1 week of use), I was quiet confused whether to buy these earbuds or oppo enco w11 or boat airdopes 441. Atlast I bought realme buds q in 1565/-Pros - Sound very goodBass very goodInstant connectivity to Bluetooth.Battery backup goodLight weightPremium lookLink appWater and sweat proofGaming modeCons -Not having a good responsive touch. It makes delay responses.Call quality average, not bad but not that good in outdoors.Not having that good connectivity r...","Genuine review (after 1 week of use), I was quiet confused whether to buy these earbuds or oppo enco w11 or boat airdopes 441. Atlast I bought realme buds q in 1565/-Pros - Sound very goodBass very goodInstant connectivity to Bluetooth.Battery backup goodLight weightPremium lookLink appWater and sweat proofGaming modeCons -Not having a good responsive touch. It makes delay responses.Call quality average, not bad but not that good in outdoors.Not having that good connectivity r... Good choice",75,realme
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,5.0,Brilliant,Awesome Headset . I was searching for the same on Amazon however price was aboce 699/- and finally I got then on flipkart for just 399/-👍. Really Happy . Yes one area of improvement could be the timelines of delivering the product can be shorter,Awesome Headset . I was searching for the same on Amazon however price was aboce 699/- and finally I got then on flipkart for just 399/-👍. Really Happy . Yes one area of improvement could be the timelines of delivering the product can be shorter Brilliant,45,BoAt
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4.0,Pretty good,"Above from my expectation, after reading the review i opted for not to purchase this product but guys you won't believe it really work, too good sound quality, superb bass overall it is lovelly one....will make ur day sweet.......bass lover will loved it.This boat 235v2 is better than boult pro bass product coz i ordered both the earphone jst as to compare the quality and boat rockerz is jst uncomaprable...perfect tune...superb acaustic....voice calling is far better that boult earphone........","Above from my expectation, after reading the review i opted for not to purchase this product but guys you won't believe it really work, too good sound quality, superb bass overall it is lovelly one....will make ur day sweet.......bass lover will loved it.This boat 235v2 is better than boult pro bass product coz i ordered both the earphone jst as to compare the quality and boat rockerz is jst uncomaprable...perfect tune...superb acaustic....voice calling is far better that boult earphone........ Pretty good",79,BoAt
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Awesome,Using since May 6th. And it is exceptional. Especially for pubg it's wonderful you can hear the footsteps form where they are coming. There were no problem listing music for long hours. Active noise cancellation is superb you did not hear anything around you when you plug and play. I previously used Mi basic after 1 year one side went not working. This one has better bass and sound clarity than Mi basic headset. Go for it guys,Using since May 6th. And it is exceptional. Especially for pubg it's wonderful you can hear the footsteps form where they are coming. There were no problem listing music for long hours. Active noise cancellation is superb you did not hear anything around you when you plug and play. I previously used Mi basic after 1 year one side went not working. This one has better bass and sound clarity than Mi basic headset. Go for it guys Awesome,78,realme
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Classy product,Nice Products,Nice Products Classy product,2,U&I
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Awesome,"Writing review after 6 months of daily use..Personally i use earphones on daily basis. When i upgraded to these earphones, their design and build quality impressed me. In the first month it became too wet due to rain but still these works the same way as they were on first day.Good product.","Writing review after 6 months of daily use..Personally i use earphones on daily basis. When i upgraded to these earphones, their design and build quality impressed me. In the first month it became too wet due to rain but still these works the same way as they were on first day.Good product. Awesome",52,realme
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Perfect product!,"PROS:Super awsome bulid quality. Material of neckband, wire, switches & earbuds feels really premium, comfy n top notch.The design too is ergonomic and sits perfectly in ears.Main highlight is the magnetic bluetooth on/off which is super fast and smooth. It gets connected by the time you plug in the ear piece.An led light is there for battery n charging indication The black and yellow combination looks damn cool and is great attention seeking.Ear supports are removable and does their j...","PROS:Super awsome bulid quality. Material of neckband, wire, switches & earbuds feels really premium, comfy n top notch.The design too is ergonomic and sits perfectly in ears.Main highlight is the magnetic bluetooth on/off which is super fast and smooth. It gets connected by the time you plug in the ear piece.An led light is there for battery n charging indication The black and yellow combination looks damn cool and is great attention seeking.Ear supports are removable and does their j... Perfect product!",80,realme
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Great product,"Bass, super sound, very nice best quality, like this hair phone ❤❤❤ And Buy Now","Bass, super sound, very nice best quality, like this hair phone ❤❤❤ And Buy Now Great product",15,U&I
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Just wow!,nice,nice Just wow!,1,OnePlus
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Highly recommended,Easy to hold and carry . Sound is best . Bass and treble is clear and feels like expensive brand one. Battery backup is good appropriately 6 hours .. price is reasonable.  Best buy.👍👍,Easy to hold and carry . Sound is best . Bass and treble is clear and feels like expensive brand one. Battery backup is good appropriately 6 hours .. price is reasonable.  Best buy.👍👍 Highly recommended,34,U&I
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4.0,Nice product,Great product.. I loved it.. As I was using level U.. This product is much more better than that.. Though battery life is just like 8hrs and bass like goosebumps... But when increased bass earplugs starts raddling.. Vibrate feature is awesome..,Great product.. I loved it.. As I was using level U.. This product is much more better than that.. Though battery life is just like 8hrs and bass like goosebumps... But when increased bass earplugs starts raddling.. Vibrate feature is awesome.. Nice product,41,BoAt
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Excellent,I am writing this review after using this product for 3 weeks and I am very happy with this product I am giving it five star ???? ? ? I must say it is a very nice product and you can buy this product blindfold it is a very great battery backup and the song quality is very very nice and it is light and easy to use,I am writing this review after using this product for 3 weeks and I am very happy with this product I am giving it five star ???? ? ? I must say it is a very nice product and you can buy this product blindfold it is a very great battery backup and the song quality is very very nice and it is light and easy to use Excellent,68,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5.0,Terrific purchase,1-more flexible2-bass is very high3-sound clarity is good 4-battery back up to 6 to 8 hour's 5-main thing is fastest charging system is available in that. Only 20 min charge and get long up to 4 hours back up 6-killing look awesome 7-for gaming that product does not support 100% if you want for gaming then I'll recommend you please don't buy but you want for only music then this product is very well for you.. 8-no more wireless headphones are comparing with that headphones at this pric...,1-more flexible2-bass is very high3-sound clarity is good 4-battery back up to 6 to 8 hour's 5-main thing is fastest charging system is available in that. Only 20 min charge and get long up to 4 hours back up 6-killing look awesome 7-for gaming that product does not support 100% if you want for gaming then I'll recommend you please don't buy but you want for only music then this product is very well for you.. 8-no more wireless headphones are comparing with that headphones at this pric... Terrific purchase,88,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4.0,Good choice,"Super delivery within one day. Thaks for the filpkart delivery. Best value for price. Durable product. If u looking for a standard bluetooth headset, then go for it","Super delivery within one day. Thaks for the filpkart delivery. Best value for price. Durable product. If u looking for a standard bluetooth headset, then go for it Good choice",28,OnePlus
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,5.0,Mind-blowing purchase,Perfect bass perfect build quality i hv been use it for past 2 months and it comes out with great performance... really Worth it :') for genuine music lovers...,Perfect bass perfect build quality i hv been use it for past 2 months and it comes out with great performance... really Worth it :') for genuine music lovers... Mind-blowing purchase,29,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Must buy!,"I am happy with the product I received. Packed tightly and got genuine product.This is after 10days review.I charged for 3time only- battery backup really niceNo irritation at all while placingThere is no noise cancellation i think but voice will be clear for receiving personSounds are really amazing I will re edit again after 20daysDesign, build quality is nice and I don't feel wires will sustain for long periods use.No irritation even after placing it for 10hrs.Nice one... Good ...","I am happy with the product I received. Packed tightly and got genuine product.This is after 10days review.I charged for 3time only- battery backup really niceNo irritation at all while placingThere is no noise cancellation i think but voice will be clear for receiving personSounds are really amazing I will re edit again after 20daysDesign, build quality is nice and I don't feel wires will sustain for long periods use.No irritation even after placing it for 10hrs.Nice one... Good ... Must buy!",80,OnePlus
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Simply awesome,NICE WONDERFUL & JUST AMAZING AND AWESOME...BATTERY BACKUP I JUST APPRECIATE THIS ....,NICE WONDERFUL & JUST AMAZING AND AWESOME...BATTERY BACKUP I JUST APPRECIATE THIS .... Simply awesome,13,realme
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4.0,Very Good,Great product low price best quality 👍,Great product low price best quality 👍 Very Good,7,U&I
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Terrific,"Pros:1. Magnetic switch is fabulous. Switch over time is three seconds actually.. fantastic.2. Battery is unmatchable. 20, hours literally.. far ahead than its competitors.3. Neckband automatically switches off when not in use.. 4 Build quality is good with an attractive OnePlus engraving.5. Calling quality is excellent. No disturbance on the other side of call. 6. Good bluetooth range.Cons1. Should have provided with a case.2. To compete with Sony WI series, vibration was needed....","Pros:1. Magnetic switch is fabulous. Switch over time is three seconds actually.. fantastic.2. Battery is unmatchable. 20, hours literally.. far ahead than its competitors.3. Neckband automatically switches off when not in use.. 4 Build quality is good with an attractive OnePlus engraving.5. Calling quality is excellent. No disturbance on the other side of call. 6. Good bluetooth range.Cons1. Should have provided with a case.2. To compete with Sony WI series, vibration was needed.... Terrific",73,OnePlus
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Best in the market!,Battery backup is good. Charging speed also very fast. Not best but good sound quality. Worth for price. I am enjoying the product,Battery backup is good. Charging speed also very fast. Not best but good sound quality. Worth for price. I am enjoying the product Best in the market!,23,OnePlus
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3.0,Just okay,"What a delivery......... I'm very happy with the delivery...... I got the product in just two days....... The product is good but there is a delay for the sound  it's ok but can't play pubg comfortably that's the only thing which I'm not satisfied with this product,.....","What a delivery......... I'm very happy with the delivery...... I got the product in just two days....... The product is good but there is a delay for the sound  it's ok but can't play pubg comfortably that's the only thing which I'm not satisfied with this product,..... Just okay",47,U&I
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,4.0,Wonderful,Awsm,Awsm Wonderful,1,realme
ACCFSDGXX3S6DVBG,BoAt Airdopes 131 Bluetooth Headset,5.0,Worth every penny,This price segment this is pretty good and love this boat product and sound quality is average bad battery backup is super I love this airdops,This price segment this is pretty good and love this boat product and sound quality is average bad battery backup is super I love this airdops Worth every penny,26,BoAt
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Awesome,"The Real Buds 2 (Feel The Real Bass)Design & Fit 5 - ⭐⭐⭐⭐⭐Sound Clarity & Bass 5 - ⭐⭐⭐ ⭐⭐Value For Money  5 - ⭐⭐⭐⭐⭐I Am Using For My OnePlus 6T ,I Got Best Budget Earphone From Realme 🙏🙏& Thanks To Flipkart Team For Within 2day FastDelivery ...Just Add To Cart & Buy This , Don't Wait.........","The Real Buds 2 (Feel The Real Bass)Design & Fit 5 - ⭐⭐⭐⭐⭐Sound Clarity & Bass 5 - ⭐⭐⭐ ⭐⭐Value For Money  5 - ⭐⭐⭐⭐⭐I Am Using For My OnePlus 6T ,I Got Best Budget Earphone From Realme 🙏🙏& Thanks To Flipkart Team For Within 2day FastDelivery ...Just Add To Cart & Buy This , Don't Wait......... Awesome",57,realme
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Super!,amazingly superb... very good product and i strongly recommended to all who searching good Bluetooth headset with good sound quality and long lasting battery backup. i'm using it since 1 week and didn't charge it yet isn't it amazing.,amazingly superb... very good product and i strongly recommended to all who searching good Bluetooth headset with good sound quality and long lasting battery backup. i'm using it since 1 week and didn't charge it yet isn't it amazing. Super!,39,realme
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Perfect product!,"After using a month, reviewing The best wireless earbuds within this price guys1. Best at bass2. Very nice quality of sound3. I use it for 5-7 hours a day and one charge goes upto 7 days for sure4. Used it in gym as well - no tension about sweat as it's waterproof5. Apart from the black one, other colours could have been better6. Coz of being the best this has got highest rating on 5 start","After using a month, reviewing The best wireless earbuds within this price guys1. Best at bass2. Very nice quality of sound3. I use it for 5-7 hours a day and one charge goes upto 7 days for sure4. Used it in gym as well - no tension about sweat as it's waterproof5. Apart from the black one, other colours could have been better6. Coz of being the best this has got highest rating on 5 start Perfect product!",76,realme
ACCFSDGXX3S6DVBG,BoAt Airdopes 131 Bluetooth Headset,5.0,Terrific purchase,Boat is just super noone can beat ....in this range best earpods .... battery is super and sound is terrificFast delivery by Flipkart thanks,Boat is just super noone can beat ....in this range best earpods .... battery is super and sound is terrificFast delivery by Flipkart thanks Terrific purchase,24,BoAt
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4.0,Wonderful,Im a jbl user ..boat 235v2 battery is too good to stay 2 days..fast charging..bass is 5 of 5 but sound of vocal is 4 of 5.. mic is good ..although i bought this in 1299 ..in this range its good,Im a jbl user ..boat 235v2 battery is too good to stay 2 days..fast charging..bass is 5 of 5 but sound of vocal is 4 of 5.. mic is good ..although i bought this in 1299 ..in this range its good Wonderful,41,BoAt
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Great product,"Best wireless earphones at 2k price range! Hands down, the best call quality, build quality (so light that you won't even realise it is there), great warranty, wonderful features and God, that battery and charging is magic. Also, the music experience is pretty good, yes, the base could be better, but nothing at all that you can notice. Don't think for a second, I did a lot of research before buying and it is worth it!","Best wireless earphones at 2k price range! Hands down, the best call quality, build quality (so light that you won't even realise it is there), great warranty, wonderful features and God, that battery and charging is magic. Also, the music experience is pretty good, yes, the base could be better, but nothing at all that you can notice. Don't think for a second, I did a lot of research before buying and it is worth it! Great product",76,OnePlus
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Brilliant,"It's a interesting product so I'm writing this after 24 hours of burn out.. so stay tuned to know the full story.. eartips are silicone tips very comfortable but doesn't stay in my ear much well, but your mileage may vary.. build is great but after receiving my item I noticed scuffs and nylons coming off a little from the part near 3.5 mm port.. otherwise it's built really well.. speakers for calls is tremendous easily putting mi basics to shame.. it's great for people like me who talks a lot...","It's a interesting product so I'm writing this after 24 hours of burn out.. so stay tuned to know the full story.. eartips are silicone tips very comfortable but doesn't stay in my ear much well, but your mileage may vary.. build is great but after receiving my item I noticed scuffs and nylons coming off a little from the part near 3.5 mm port.. otherwise it's built really well.. speakers for calls is tremendous easily putting mi basics to shame.. it's great for people like me who talks a lot... Brilliant",91,realme
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,3.0,Just okay,Good and well but still some batter time improved it will be good and I have a small fear that these buds or not fitting properly some times and may fall down that is a draw back.,Good and well but still some batter time improved it will be good and I have a small fear that these buds or not fitting properly some times and may fall down that is a draw back. Just okay,37,realme
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,1.0,Worthless,"After using 3 months, having mike issues. When you are playing songs it's good but when you are on call it's not a worthy enough","After using 3 months, having mike issues. When you are playing songs it's good but when you are on call it's not a worthy enough Worthless",25,realme
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Just wow!,Goof product from realme.I am quite impressed from these,Goof product from realme.I am quite impressed from these Just wow!,9,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5.0,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super sound... Extra feature is call vibration.. Nice one.. Try it..,It is an amazing product.. For this price... Less weight.. Flexible.. Super sound... Extra feature is call vibration.. Nice one.. Try it.. Best in the market!,22,BoAt
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,3.0,Fair,"Bass is awesome, a little extra, so people who like bass will love this, I personally like a balanced sound signature, so bass can be turned down just a notch, but treble is waaaayyy too high. It really ruins the experience, it hurts my ears. Mids are pretty good. Build quality is decent. Too much treble ruins the sound quality, that's why 3 stars. If treble was balanced then would have given it 4 or even 5 maybe.","Bass is awesome, a little extra, so people who like bass will love this, I personally like a balanced sound signature, so bass can be turned down just a notch, but treble is waaaayyy too high. It really ruins the experience, it hurts my ears. Mids are pretty good. Build quality is decent. Too much treble ruins the sound quality, that's why 3 stars. If treble was balanced then would have given it 4 or even 5 maybe. Fair",78,realme
ACCFSDGXX3S6DVBG,BoAt Airdopes 131 Bluetooth Headset,5.0,Highly recommended,"Worth a single penny 👍👍, big thumbs up.I am simply giving 5 star rating, it exceeds my expectations,  those who is thinking to get something in affordable range,this airdopes are made for them only 👍 .I ordered this on first sale , though I wanted to order Black color, but black was out of stock so I have to order this color which looks elegant as well. After using for a day I am writing this, this is worth to buy , don't think too much just go for it, according to price nothing is com...","Worth a single penny 👍👍, big thumbs up.I am simply giving 5 star rating, it exceeds my expectations,  those who is thinking to get something in affordable range,this airdopes are made for them only 👍 .I ordered this on first sale , though I wanted to order Black color, but black was out of stock so I have to order this color which looks elegant as well. After using for a day I am writing this, this is worth to buy , don't think too much just go for it, according to price nothing is com... Highly recommended",96,BoAt
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Perfect product!,"I use it last 10 days & everyday use 7_8h 😂👇👇👇According to price...i give 10/10Every beat is clear, if you music lover, you feel it. 10/10Base 10/10Deep bass 10/9 (if you true bass lover otherwise it's very good for long time use in a day)Lyrics are very clear Battery 10/10 ( 18_19 battery)Design & build 10/10  comfortable, no pain if you use long timeGood for bike riding.Mic very Powerful it's catches whole sounds near u.","I use it last 10 days & everyday use 7_8h 😂👇👇👇According to price...i give 10/10Every beat is clear, if you music lover, you feel it. 10/10Base 10/10Deep bass 10/9 (if you true bass lover otherwise it's very good for long time use in a day)Lyrics are very clear Battery 10/10 ( 18_19 battery)Design & build 10/10  comfortable, no pain if you use long timeGood for bike riding.Mic very Powerful it's catches whole sounds near u. Perfect product!",75,OnePlus
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Best in the market!,Good,Good Best in the market!,1,realme
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Worth every penny,"Sound clarity is perfect,design built quality also good,most important thing is battery backup it superbb👌👌🔥🔥but bass is not that much good overall product is awesome 🔥🔥🔥😍😍","Sound clarity is perfect,design built quality also good,most important thing is battery backup it superbb👌👌🔥🔥but bass is not that much good overall product is awesome 🔥🔥🔥😍😍 Worth every penny",26,OnePlus
ACCFSDGXX3S6DVBG,BoAt Airdopes 131 Bluetooth Headset,5.0,Mind-blowing purchase,"I hope you guys find this review helpful, well it's too soon for a review but I think it's worth every penny, Sound - Do not have high expectations for bass atleast, rest of the sound is amazing, you get a clear voice even if it turns a bit windy on roads, songs when played have a clear voice, good for casual song listening, you can watch movies and browse, sound is good even when you play games on phone.Battery backup - is amazing, I've been using it the whole day, as soon as you put the...","I hope you guys find this review helpful, well it's too soon for a review but I think it's worth every penny, Sound - Do not have high expectations for bass atleast, rest of the sound is amazing, you get a clear voice even if it turns a bit windy on roads, songs when played have a clear voice, good for casual song listening, you can watch movies and browse, sound is good even when you play games on phone.Battery backup - is amazing, I've been using it the whole day, as soon as you put the... Mind-blowing purchase",97,BoAt
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5.0,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃 Must buy!,14,BoAt
ACCFSDGXX3S6DVBG,BoAt Airdopes 131 Bluetooth Headset,1.0,Hated it!,Although design is gud in look but the sound quality is cheapest...not only cheapest...its too cheapest and annoying...😣Not satisfied at this price... Boat rockerzz 255 is too much better then these eardopes at this price rate... 👎👎👎I have boat eardopes 281 which is also very good in sound and design...,Although design is gud in look but the sound quality is cheapest...not only cheapest...its too cheapest and annoying...😣Not satisfied at this price... Boat rockerzz 255 is too much better then these eardopes at this price rate... 👎👎👎I have boat eardopes 281 which is also very good in sound and design... Hated it!,50,BoAt
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Worth every penny,"PROS : 1. Long lasting battery life (About 18 hours)            2. Full charge in 30 minutes.             3. Excellent balanced sound.             4. Quick Switching between my phone and laptop CONS : 1. Bass is moderate.            2. Magnetic control only pause the audio, but can't play while separating the buds in my Redmi NOTE 7 Pro.","PROS : 1. Long lasting battery life (About 18 hours)            2. Full charge in 30 minutes.             3. Excellent balanced sound.             4. Quick Switching between my phone and laptop CONS : 1. Bass is moderate.            2. Magnetic control only pause the audio, but can't play while separating the buds in my Redmi NOTE 7 Pro. Worth every penny",54,OnePlus
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5.0,Super!,"Nice headphone, bass was very good and sound is clear. I am purchase for calling purpose and best choice even riding on bike wear in one ear and opposite end voice was clear and no complaint for calling.. Battery backup 1 full day","Nice headphone, bass was very good and sound is clear. I am purchase for calling purpose and best choice even riding on bike wear in one ear and opposite end voice was clear and no complaint for calling.. Battery backup 1 full day Super!",43,BoAt
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4.0,Very Good,Don't hesitate to buy that green color buds! Its fabulous.... believe meUsing it for 1 week and yes satisfied enough.... LED notification is there and the led is 😍,Don't hesitate to buy that green color buds! Its fabulous.... believe meUsing it for 1 week and yes satisfied enough.... LED notification is there and the led is 😍 Very Good,29,realme
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,1.0,Very poor,"look wise good but after 15 days it is available for just looks  only ,, very bad in 15 days one side is not working properly","look wise good but after 15 days it is available for just looks  only ,, very bad in 15 days one side is not working properly Very poor",26,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Fabulous!,I loved it..,I loved it.. Fabulous!,3,OnePlus
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Just wow!,Osm blutooth earphone by one plus ultra low latency mode works on my redmi k20pro it's good option for pubg lover and base is not so good but definitely base is present in these earphone according to price its good,Osm blutooth earphone by one plus ultra low latency mode works on my redmi k20pro it's good option for pubg lover and base is not so good but definitely base is present in these earphone according to price its good Just wow!,40,OnePlus
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,5.0,Mind-blowing purchase,I'm so so happy Very good product So so beautiful Sound effect super And also got it warranty card,I'm so so happy Very good product So so beautiful Sound effect super And also got it warranty card Mind-blowing purchase,19,BoAt
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Great product,"Best noise cancelling buds for this priceEven though it has no noise cancelling!It's pretty good and bass is awesome and sound quality is also good, I can literally hear the lyrics even I'm standing in the crowd and it fits perfect that you won't hear outside noise at all.","Best noise cancelling buds for this priceEven though it has no noise cancelling!It's pretty good and bass is awesome and sound quality is also good, I can literally hear the lyrics even I'm standing in the crowd and it fits perfect that you won't hear outside noise at all. Great product",49,realme
